2023-10-20 02:47:44,889 INFO M.ApplicationManager [ApplicationManager.java:58] Test started on Firefox
2023-10-20 02:47:46,130 INFO t.testBase [testBase.java:25] Test is started: possitiveAddnewContactUserDTO
2023-10-20 02:47:46,130 INFO M.WdListener [WdListener.java:39] Start searching element by locator By.xpath: *[.='Sign Out']
2023-10-20 02:47:49,161 INFO M.WdListener [WdListener.java:45]  Element by locator By.xpath: *[.='Sign Out']is found
2023-10-20 02:47:49,161 INFO M.WdListener [WdListener.java:39] Start searching element by locator By.xpath: //*[.='LOGIN']
2023-10-20 02:47:49,176 INFO M.WdListener [WdListener.java:45]  Element by locator By.xpath: //*[.='LOGIN']is found
2023-10-20 02:47:49,443 INFO M.WdListener [WdListener.java:39] Start searching element by locator By.xpath: //input[1]
2023-10-20 02:47:49,459 INFO M.WdListener [WdListener.java:45]  Element by locator By.xpath: //input[1]is found
2023-10-20 02:47:49,741 INFO M.WdListener [WdListener.java:39] Start searching element by locator By.xpath: //input[2]
2023-10-20 02:47:49,760 INFO M.WdListener [WdListener.java:45]  Element by locator By.xpath: //input[2]is found
2023-10-20 02:47:50,040 INFO M.WdListener [WdListener.java:39] Start searching element by locator By.xpath: //button[1]
2023-10-20 02:47:50,056 INFO M.WdListener [WdListener.java:45]  Element by locator By.xpath: //button[1]is found
2023-10-20 02:47:50,292 INFO M.NGListener [NGListener.java:15] Start of the test>>possitiveAddnewContactUserDTO
2023-10-20 02:47:50,308 INFO M.WdListener [WdListener.java:39] Start searching element by locator By.cssSelector: a[href='/add']
2023-10-20 02:47:51,124 INFO M.WdListener [WdListener.java:45]  Element by locator By.cssSelector: a[href='/add']is found
2023-10-20 02:47:51,360 INFO M.WdListener [WdListener.java:39] Start searching element by locator By.xpath: //*[@placeholder='Name']
2023-10-20 02:47:51,376 INFO M.WdListener [WdListener.java:45]  Element by locator By.xpath: //*[@placeholder='Name']is found
2023-10-20 02:47:51,642 INFO M.WdListener [WdListener.java:39] Start searching element by locator By.xpath: //*[@placeholder='Last Name']
2023-10-20 02:47:51,658 INFO M.WdListener [WdListener.java:45]  Element by locator By.xpath: //*[@placeholder='Last Name']is found
2023-10-20 02:47:51,925 INFO M.WdListener [WdListener.java:39] Start searching element by locator By.xpath: //*[@placeholder='Phone']
2023-10-20 02:47:51,941 INFO M.WdListener [WdListener.java:45]  Element by locator By.xpath: //*[@placeholder='Phone']is found
2023-10-20 02:47:52,223 INFO M.WdListener [WdListener.java:39] Start searching element by locator By.xpath: //*[@placeholder='email']
2023-10-20 02:47:52,239 INFO M.WdListener [WdListener.java:45]  Element by locator By.xpath: //*[@placeholder='email']is found
2023-10-20 02:47:52,521 INFO M.WdListener [WdListener.java:39] Start searching element by locator By.xpath: //*[@placeholder='Address']
2023-10-20 02:47:52,537 INFO M.WdListener [WdListener.java:45]  Element by locator By.xpath: //*[@placeholder='Address']is found
2023-10-20 02:47:52,804 INFO M.WdListener [WdListener.java:39] Start searching element by locator By.xpath: //*[@placeholder='description']
2023-10-20 02:47:52,820 INFO M.WdListener [WdListener.java:45]  Element by locator By.xpath: //*[@placeholder='description']is found
2023-10-20 02:47:53,087 INFO M.WdListener [WdListener.java:39] Start searching element by locator By.xpath: //b[.='Save']
2023-10-20 02:47:53,118 INFO M.WdListener [WdListener.java:45]  Element by locator By.xpath: //b[.='Save']is found
2023-10-20 02:47:53,353 INFO M.WdListener [WdListener.java:39] Start searching element by locator By.xpath: //*[.='Sign Out']
2023-10-20 02:47:53,369 INFO M.WdListener [WdListener.java:45]  Element by locator By.xpath: //*[.='Sign Out']is found
2023-10-20 02:47:53,605 INFO M.NGListener [NGListener.java:22] Success test>>possitiveAddnewContactUserDTO
2023-10-20 02:47:53,605 INFO M.NGListener [NGListener.java:23] ================================================================
2023-10-20 02:47:53,605 INFO t.testBase [testBase.java:31] test is finished possitiveAddnewContactUserDTO
2023-10-20 02:47:53,605 INFO t.testBase [testBase.java:32] ============================================================================
2023-10-20 02:47:53,605 INFO t.testBase [testBase.java:25] Test is started: possitiveAddnewContactUserDTO
2023-10-20 02:47:53,605 INFO M.WdListener [WdListener.java:39] Start searching element by locator By.xpath: *[.='Sign Out']
2023-10-20 02:47:56,635 INFO M.WdListener [WdListener.java:45]  Element by locator By.xpath: *[.='Sign Out']is found
2023-10-20 02:47:56,635 INFO M.WdListener [WdListener.java:39] Start searching element by locator By.xpath: //*[.='LOGIN']
2023-10-20 02:47:56,651 INFO M.WdListener [WdListener.java:45]  Element by locator By.xpath: //*[.='LOGIN']is found
2023-10-20 02:47:56,887 INFO M.WdListener [WdListener.java:39] Start searching element by locator By.xpath: //input[1]
2023-10-20 02:47:56,902 INFO M.WdListener [WdListener.java:45]  Element by locator By.xpath: //input[1]is found
